Subject group,Full name,Activity of a close family member,Organisation,Subject matter,Start date,End date,DOI date,PDF
CONTAM,"HOGSTRAND, Christer",,"Norwegian Research Council, Norway, Oslo, Norgesforskningsrådet, NFR.","APREMIA Trace element availability and requirements in salmon. PUBLIC FUNDING The main objectives in this project are 1.to examine if chemical mineral speciation analysis can be used as a predictive measure of apparent mineral digestibility in Atlantic salmon 2.to study mineral bioavailability through examining intestinal routes, rates of uptake and distribution of different chemical forms of minerals in vitro 3.to estimate practical and conditional requirements of Zn, Mn and Se in future feeds for Atlantic salmon, mainly in the seawater phase, based on established and novel biomarkers 4.Based on dietary mineral feed level, digestibility, feed intakes and mineral retentions in feeding trials we will calculate the environmental load of micro minerals in salmon farming under variable farming conditions,and including use of triploid salmon.",2015-04,now,2015-10-29,CONTAM_doi_008.pdf
CONTAM,"HOGSTRAND, Christer",,Johnson & Johnson,"ZnT8: From molecular structure to function and back again. This project is about the molecular function of a zinc transporter in pancreatic ß-cells and its role in ß-cell function and type 2 diabetes. The subject matter of this research does not concern food or the food chain and does NOT FALL UNDER THE REMIT OF EFSA. Therefore, I was advised that this grant does not need to be declared. Nevertheless, the funding from this source will amount to less than 21% of my research income for 2015.",2015-04,now,2015-10-29,CONTAM_doi_008.pdf
CONTAM,"HOOGENBOOM, Laurentius (Ron)",,Ministry of Economics (EZ),"Programme leader Food Contaminants. Coordination of work that is funded by Dutch government. This programme contains 20-25 research projects, some of which I am also the project leader for.",2006-01,now,2015-10-06,CONTAM_doi_009.pdf
CONTAM,"HOOGENBOOM, Laurentius (Ron)",,Ministry of Economics (EZ),"Project leader Food Carry-over studies contaminants and natural toxins (includes dioxins, PCBs, cadmium, pyrrolizidine alkaloids, melamine)",2006-01,2014-07,2015-10-06,CONTAM_doi_009.pdf
CONTAM,"HOOGENBOOM, Laurentius (Ron)",,Ministry of Economics (EZ),"Project leader on Emergency team environmental incidents (BOT-mi; Beleidsondersteunend Team Milieu-incidenten) representing RIKILT All work for the Ministry of Economics is carried out in projects, also this work which is partly advising during incidents and partly contributing to the organization. If necessary it also included additional analyses).",2006-01,2014-03,2015-10-06,CONTAM_doi_009.pdf
CONTAM,"HOOGENBOOM, Laurentius (Ron)",,Companies,"Involved in screening of food and feed samples for dioxins and dl- PCBs for third parties, application CALUX-bioassay (Chemical Activated LUciferase gene eXpression), project participant: funded by third parties under special agreement about reporting of positive results to authorities. All work is applied on behalf of RIKILT and the money goes directly to RIKILT. The research (co-)funding I received from the private sector in the latest full budget year, and for the areas covered by the Panels, does not exceed 25% of the total annual research budget that is managed by me.",2006-01,2013-11,2015-10-06,CONTAM_doi_009.pdf
CONTAM,"HOOGENBOOM, Laurentius (Ron)",,Ministry of Economics (EZ),"Project leader for Development of bioassays for contaminants and natural toxins (dioxins, marine toxins, mycotoxins).",2006-01,2013-01,2015-10-06,CONTAM_doi_009.pdf
CONTAM,"HOOGENBOOM, Laurentius (Ron)",,EU and EZ (ministry of Economics),Workpackage leader WP4 Carry over studies in EU-project QSAFFE- (Quality and SAfety of Feeds and Foods for Europe). In this WP the carry-over of dioxins in lactating cows and in young sheep is studied and modelled.,2011-03,2014-08,2015-10-06,CONTAM_doi_009.pdf
CONTAM,"KNUTSEN, Helle Katrine",,EU,"Partner in the EU project ""Arctic Health Risks: Impacts on health in the Arctic and Europe owing to climate-induced changes in contaminant cycling (ArcRisk - 226534). Funded by the 7th EU Framework Programme",2009-06,2014-01,2015-07-09,CONTAM_doi_010.pdf
CONTAM,"NEBBIA, Carlo Stefano",,CONAD,"CONAD is a national retailer consortium. The funded research project is concerned with the discovery of biomarkers the exposure to illicit growth promoters in cattle by means of protein profiling Matrix Assisted Laser Desorption Ionization-Time Of Flight (MALDI-TOF) mass spectrometry. The grant has been awarded to the Department of Animal Pathology and managed by myself. Nature of the associated deliverable : study report. The research (co)funding I received from the private sector in the latest full budget year, and for the areas covered by the Panels, does not exceed 25% of the total annual research budget managed by myself",2009-01,2013-12,2015-11-29,CONTAM_doi_011.pdf
CONTAM,"NEBBIA, Carlo Stefano",,EU-Regione Piemonte European Funding for Regional Development (FESR),Changes in target genes and protein expression in cattle reared in dioxin contaminated areas,2011-09,now,2015-11-29,CONTAM_doi_011.pdf
CONTAM,"NEBBIA, Carlo Stefano",,"Ministero della Salute Roma Italia National Ministry of Health, Rome Italy",Use of cell lines for the detection of glucocorticoid substances in cattle urine. Deliverable : study report/scientific publication,2011-09,now,2015-11-29,CONTAM_doi_011.pdf
CONTAM,"NEBBIA, Carlo Stefano",,Italian Ministry of Health,Comparative expression of AhR-mediated xenobiotic metabolizing enzymes in cows and ewes livers and relation with DL-compound the contamination (as measured by TEQ). Deliverable : study report/scientific publication,2012-09,now,2015-11-29,CONTAM_doi_011.pdf
CONTAM,"NEBBIA, Carlo Stefano",,"IRTA S.r.l.. Istituto Ricerche Tecnologie Agroalimentari, Collegno (Turin), Italia","IRTA S.r.l., Istituto Ricerche Tecnologie Agroalimentari is an Italian private company involved in agri-food R&D and Consulting. Free grant for generically supporting research “aimed at developing biomarkers of exposure to xenobiotics (i.e. illicit growth promoters, environmental contaminants) in target species”. Deliverable : not requested",2012-12,2015-04,2015-11-29,CONTAM_doi_011.pdf
CONTAM,"NEBBIA, Carlo Stefano",,"Ministero della Salute Roma Italia National Ministry of Health, Rome Italy",Rare earths as growth-promoters : cytotoxic effects on cell cultures.,2013-09,now,2015-11-29,CONTAM_doi_011.pdf
CONTAM,"NEBBIA, Carlo Stefano",,"Università di Torino, University of Turin, Italy, Turin",Modulation of the in vitro biotransformation of aflatoxin B1 in a bovine mammary cell line. Deliverable : study report/scientific publication,2014-01,now,2015-11-29,CONTAM_doi_011.pdf
CONTAM,"NEBBIA, Carlo Stefano",,CONAD - Società Cooperativa,"CONAD is a national retailer consortium. The funded research project is concerned with the set up of a mathematical model combining the serum levels of selected biomarkers from veal calves reared under controlled conditions, to be applied for routine quality controls. The grant has been awarded to the Department of Veterinary Sciences and is managed by myself. Nature of the associated deliverable : study report. ""The research (co)funding I received from the private sector in the latest full budget year, and for the areas covered by the Panels, does not exceed 25% of the total annual research budget managed by myself""",2014-04,now,2015-11-29,CONTAM_doi_011.pdf
CONTAM,"NEBBIA, Carlo Stefano",,"Università di Torino, University of Turin, Italy, Turin",Role of the ABCG2 protein in the milk excretion of AFB1 and its metabolites and modulation of this phenomenon by DL-compounds. Deliverable : scientific report/publication,2015-03,now,2015-11-29,CONTAM_doi_011.pdf
CONTAM,"OSWALD, Isabelle",,"INRA, Institut National de","As a scientist working at INRA, I received funding from this institute",1993-01,now,2015-11-27,CONTAM_doi_012.pdf
CONTAM,"OSWALD, Isabelle",,Biomin,"ADDITIVE, SYNERGISTIC OR ANTAGONISTIC EFFECTS OF TWO MYCOTOXIN ON THE IMMUNE RESPONSE OF PIGLETS : PROTECTIVE EFFECT OF A BINDER COMPARATIVE EFFECT OF DON AND DOM-1 IN PIGLETS Role: Principal investigator Mycotoxin coumpound: provided by the industrial partner The following mycotoxins: T-2, HT-2, nivalenol, diacetoxyscirpenol, enniatins, beauvericin and monilifromin were not involved in this research",2007-01,now,2015-11-27,CONTAM_doi_012.pdf
CONTAM,"OSWALD, Isabelle",,European Commission,"4 European funded projects (2in FP5, 2 in FP6 and 2 in FP7) One projet is entitled Interplay of microbiota and gut function in the developing pig – Innovative avenues towards sustainable animal production, the other project is entitled Novel integrated strategies for worldwide mycotoxin reduction in food and feed chains 2 French projects. One is entitled Production of mycotoxins in wheat: from the diversity of the Fusarium community to the toxicological impact of mycotoxins. The other is entitled Gut microbiota and homeostasis of immune system in swine: a joint genetic and genomic stud The following mycotoxins: T-2, HT-2, nivalenol, diacetoxyscirpenol, enniatins, beauvericin and monilifromin were not involved in this research",2010-01,2014-10,2015-11-27,CONTAM_doi_012.pdf
CONTAM,"OSWALD, Isabelle",,Nutreco,Effect stress and dietary component on the intestinal response of piglets Species: pig. feed additive tested were confidental and not in relation with mycotoxin,2010-01,2012-07,2015-11-27,CONTAM_doi_012.pdf
CONTAM,"OSWALD, Isabelle",,Lallemand,Protective effect of Saccharomyces on the immunotoxic effect of mycotoxins in pigs. This project only concern the mycotoxin Fumonisin B1,2011-12,2012-08,2015-11-27,CONTAM_doi_012.pdf
CONTAM,"PETERSEN, Annette",,European Commission DG Research and Innovation,Part of a granted project about combined exposure to multiole toxic substances (Euromix) within the EU funded research programme Hoizon 2020.,2014-01,now,2015-07-09,CONTAM_doi_013.pdf
CONTAM,"ROGIERS, Vera Maria",,European Commission DG Research and Innovation,"Research partner in two actually running EU projects i.e. HeMiBio (""Hepatic Microfluidic Bioreactor""; coordinator Prof. C. VERFAILLIE, Stem Cell Institute KU Leuven, BE) and DETECTIVE (""Detection of endpoints and biomarkers of repeated dose toxicity using in vitro systems""; coordinator Prof. J. HESCHELER, the Institute of Neurophysiology of the University of Cologne, DE).",2011-01,now,2015-04-21,CONTAM_doi_014.pdf
CONTAM,"ROSE, Martin",,,NO INTEREST,,,2015-05-01,CONTAM_doi_015.pdf
CONTAM,"ROUDOT, Alain-Claude",,"Agence Nationale de Sécurité du médicament, France",Exposure analysis of the french population to cosmetics (90% of laboratory fund). public entity,2013-01,now,2015-04-16,CONTAM_doi_016.pdf
CONTAM,"SCHWERDTLE, Tanja",,DFG Deutsche Forschungsgemeinschaft (German Research Foundation),basic research on arsenic genotoxicity,2007-04,2014-07,2015-07-09,CONTAM_doi_017.pdf
CONTAM,"SCHWERDTLE, Tanja",,BMBF (German Federal Ministry for Education and Reseach),Battery (automobile) safety regarding the establishment of new electrolytes and additiva. role of the expert: in vitro toxicity characterisation of electrolytes and additiva,2012-09,now,2015-07-09,CONTAM_doi_017.pdf
CONTAM,"VLEMINCKX, Christiane",,"Scientific Institute of Public Health WIV-ISP, Belgium, Brussels","As Head of the Unit Toxicology, I receive funding from the federal budget for the functionning of the laboratory in order to perform researchs in the field of genotoxicology, biomonitoring and in-vitro toxicology on chemical substances, nanomaterials, non-ionizing radiations and food contact materials. I receive also funding from the Institute in order to engage a PhD and a post Doc on two research projects (one on FCM and one on the use of transcriptomics). “The research (co-)funding I received from the private sector in the latest full budget year, and for the areas covered by the Panels, does not exceeds 25% of the total annual research budget that is managed by me”. This funding concern mainly researchs in the field of non- ionizing radiations.",2010-06,now,2015-10-19,CONTAM_doi_018.pdf
CONTAM,"VOLLMER, Guenter",,Deutsche Forschungs Gemeinschaft,"Lifelong exposure to dietary isoflavones - potential impact on carcinogenesis of the mammary gland no private funding involved Report, publications in scientific journals",2011-04,now,2015-04-17,CONTAM_doi_019.pdf
CONTAM,"VOLLMER, Guenter",,"Dr. Loges GmbH & Co KG, Winsen, Germany","Basic research, safety evaluation of a special botanical extract. Funding is 25,000 EURO total, public funding is approximately 220,000 EURO/year",2012-04,now,2015-04-17,CONTAM_doi_019.pdf
CONTAM,"VOLLMER, Guenter",,"Bionorica, Germany","Basic research, hormonal testing of botanical extracts Funding is 15,000 EURO total, public funding is approximately 220,000 EURO/year",2014-01,2014-09,2015-04-17,CONTAM_doi_019.pdf
